stt,thoigian,giaphong,dientich,diachi,chitiet
352,Tin cá nhân đăng 15 giờ trước,"3,7 triệu/tháng GIÁ TỐT- 30 m2",30 m²,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","-Bạn đang mong muốn sống trong 1 căn phòng thoáng đẹp khép kín của chung cư mini tiện nghi, thoải mái, yên tĩnh, thoáng mát, tự do giờ giấc như chính nhà của mình? Bạn đang mong muốn thuê căn phòng giá cả hợp lý mà lại rất chất lượng?
Hiện tại mình đang có phòng tại:
- Địa chỉ: Số nhà 106, ngách 2/5, ngõ 72, đường Dương Quảng Hàm, phường Quan Hoa, quận Cầu Giấy, Hà Nội (cạnh chợ Quan Hoa)
Nhà gần Cầu Giấy chỉ mất 2 phút đi xe, cách lottemart 5 phút đi xe, cách công viên Nghĩa Đô 5 phút đi bộ; cách phố Quan Hoa, đường Cầu Giấy 100m; cách đường Nguyễn Văn Huyên 200m, Nguyễn Khánh Toàn 100m….
- Tiện ích trong 1 phòng KK gồm:
+ Điều hòa
+ Giường cho bạn giấc ngủ ngon.
+ Tủ áo quần cho bạn gọn gàng ngăn nắp.
+ Nóng lạnh an toàn chống giật...
+ Khu vệ sinh khép kín, riêng biệt có đầy đủ TBVS cho bạn riêng tư, kín đáo, sạch sẽ.
+ Khu bếp riêng biệt không lo ám mùi vào phòng
+ Có chỗ để đồ riêng gọn gàng cho căn phòng thêm rộng rãi.
+ Có cửa sổ thoáng mát, ban công để máy giặt phơi đồ thoáng rộng tách biệt với phòng ngủ.
- Nhà có chỗ để xe ở tầng 1 rộng rãi miễn phí không lo trầy xước
- Giờ giấc thoải mái không chung chủ. Có khóa vân tay, khóa cơ, camera an ninh an toàn cho tài sản của bạn.
- Không gian sống thoáng mát, yên tĩnh, sạch sẽ, có vệ sinh lau dọn hàng tuần.
- Phòng rộng: 30m2
- Giá: 3.7 tr
- Liên hệ: Mr Lực (Chính chủ không qua môi giới)
(Ưu tiên hộ gia đình; Các bạn sinh viên ở sạch sẽ; người đi làm tử tế, lịch sự, ở lâu dài)"
351,Tin cá nhân đăng 2 tuần trước,2 triệu/tháng- 30 m2,30 m²,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội","Phòng cho thuê Kim Mã Thượng - Linh Lang 20-30m2 rộng rãi thoải mái giờ giấc tự do. Gần trường chợ ngay Lotte, Vinhomes Metropolis.

Có phòng tắm, bếp sạch sẽ bàn ăn, nội thất đầy đủ.

Hỗ trợ nửa tháng tiền nhà Tết. Cọc 1 tháng đóng 3 tháng + không tính nửa tháng tiền nhà đợt Tết (từ 5/2-20/2)"
364,Tin cá nhân đăng 3 ngày trước,"1,4 triệu/tháng- 16 m2",16 m²,"Đường Nguyễn Văn Giáp, Phường Cầu Diễn, Quận Nam Từ Liêm, Hà Nội",phòng  tầng 1 sách thoáng có  chỗ  để  xe Đi lại Thuận tiện nước sạch nét cáp quang có chìa khóa cổng riêng có camera an ninh tốt
368,Tin cá nhân đăng 3 ngày trước,"3,5 triệu/tháng- 18 m2",18 m²,"33, Ngách 49 ngõ 465 đội cấn, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội","Mình có phòng tầng 2 cho thuê tại số 33 ngách 49 ngõ 465 Đội Cấn ( gần phía đường bưởi ) 
- SĐT và Zalo : nhìn bên cạch giúp mình
- Phong Đầy đủ nội thất như hình 
- Nhà mới xây lên toàn đồ mới sạch sẽ 
- Điều hoà 2 chiều , quạt trần , nóng lạnh ,tủ lạnh
- Giường tủ , bàn học
- Máy giặt sử dụng chung tầng 1 ( ko tính phí )
- Wifi internet đầy đủ ( ko tính phí )
- Khu để xe thoải mái ( ko tính phí ) 
- Tiền điện 3,5k 1 số 
- Tiền nước 80k
- Tiền phòng 3,5tr 
- Chỉ thu tiền điện , tiền nước , tiền nhà ( ko phát sinh thêm phụ phí gì ) 
- Phòng mát mẻ vào mua hè nên sẽ ko cần sử dụng nhiều điều hoà
- Mọi người nấu ăn cơ bản tại phòng 
- Gia đình minh ở trên tầng 4-5 , cho thuê tầng 1-2-3 
- Giờ đi lại thoải mái ko bó buộc 
- Cảm ơn mọi ng đã đọc tin"
362,Tin môi giới đăng 3 ngày trước,"1,5 triệu/tháng- 15 m2",15 m²,"Ngõ 424/55/6A, Tây Sơn, Phường Trung Liệt, Quận Đống Đa, Hà Nội","Ngõ 424/55/6A Tây Sơn có phòng thuê giá từ 1,5tr-2,5tr ở luôn; nhà thuê gần phố Thái Hà; Chùa Bộc; cách Ngã Tư Sở 1km; tiện đi lại 
phòng trọ ở được 2 người tối đa; có đầy đủ điện nước cáp net; ngoài ra có phòng to hơn giá 3tr3 đầy đủ điều hòa; nóng lạnh, giường; tủ; 
nhà cách ĐH Công Đoàn 800m; cách ĐH Thủy Lợi 700m; cách ĐH Tự Nhiên, Nhân Văn 2km.
điện 4k 1 số; nước 100k 1 tháng; liên hệ xem phòng gọi điện ban ngày"
365,Tin môi giới đăng 3 ngày trước,"2,8 triệu/tháng- 28 m2",28 m²,"20, Đường Nguyễn Chánh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","Chính chủ còn Phòng cho thuê GIÁ RẺ
+ Địa chỉ: 20 Nguyễn Chánh ( thông với ngõ 204 Trần Duy Hưng, Cầu Giấy)
+ Đường đi thông thoáng, ô tô đỗ cửa
+ Diện tích 25m2- Khép kín
+ Trang bị đầy đủ: Giường- Điều hoà- Nóng Lạnh- Tủ quần áo- máy giặt chung
+ KHÓA CỬA- 𝐕𝐀̂𝐍 𝐓𝐀𝐘 an toàn, giờ giấc tự do, không chung chủ
📞 Liên hệ: A Hiếu để xem nhà trực tiếp và miễn phí"
369,Tin môi giới đăng 3 ngày trước,2 triệu/tháng- 20 m2,20 m²,"146, Đường Vương Thừa Vũ, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Tôi là chủ nhà, đang còn 1-2 phòng đủ đồ, đẹp, thoáng như phòng khách sạn 20/23m2 trong nhà 4 tầng số 22 ngõ 146/11/8 Vương Thừa Vũ.
- Chỉ cách mặt đường Vương Thừa Vũ 1 đoạn ngắn, rất tiện đi lại ra Ngã Tư Sở, Trường Chinh.
- Điều hòa, nóng lạnh đầy đủ. Vệ sinh riêng theo tầng đẹp, xịn. 
- Sàn nhà lát gỗ sạch sẽ mát mẻ về mùa hè, ấm áp về mùa đông.
- Có sẵn giường, tủ, quạt nên không tốn tiền mua sắm thêm.
- Điện nước giá nhà nước nên rất rẻ
- Không ở cùng chủ, được tự do đi về.
- Có ban công hóng mát, phơi quần áo.
- Sân thượng thoáng mát, rộng rãi phơi đồ thoải mái.
- Chỗ để xe rộng rãi trong nhà, an toàn tuyệt đối.
- Khu vực yên tĩnh, dân trí cao, an ninh rất tốt.
- Chính chủ nên không phải trả phí cho môi giới
Giá 2.2/2.7tr. Ưu tiên người đã đi làm, sinh viên nữ. MTG."
361,Tin cá nhân đăng 3 ngày trước,"1,7 triệu/tháng- 60 m2",60 m²,"87, lê thanh nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội","Cho thuê homestay tại Lê Thanh Nghị đầy đủ tiện nghi.
Trang bị tại homestay.
+ Phòng rộng: 35m2 tương đương diện tích 1 căn hộ chung cư mini.
+ Trang bị nội thất bao gồm:
1. Giường, đệm, drap.
2. Tủ gỗ quần áo cá nhân.
3. Bàn làm việc cá nhân.
4. Tủ lạnh, điều hòa, máy giặt...
5. Nhà vệ sinh riêng cực rộng, thiết bị vệ sinh cao cấp.
6. Bếp nấu ăn đầy đủ tiện nghi tại tầng 1.

+ Dịch vụ hoàn toàn miễn phí:
1. Có chỗ để xe tầng 1 rộng rãi.
2. Camera an ninh, khóa vân tay hiện đại..

+ 1 phòng có từ 4 - 8 giường, đảm bảo không gian riêng tư cho mỗi giường.
+ Có tầng riêng cho nam và nữ.
Vị trí: Ligot ngõ 87 Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội."
360,Tin cá nhân đăng 3 ngày trước,"3,5 triệu/tháng- 30 m2",30 m²,"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội","Chính chủ cho thuê phòng trọ để ở tại phố Khương Thượng, Trường Chinh, quận Đống Đa, Hà Nội.

+ Cách chợ Khương Thượng, cách đường Trường Chinh 100m gần trung tâm, ở rất thuận tiện, không chung chủ.

+ Gần các trường đại học Thủy Lợi, Công Đoàn, Y Hà Nội, gần bệnh viện trường học.

+ Căn hộ tầng 2 khô ráo thoáng mát, diện tích sử dụng 30m2.

+ Có chỗ để xe, khép kín hoàn toàn, có nóng lạnh,điều hòa, điện + nước máy.

+ Trong khu dân cư ổn định, dân trí cao.

Giá thuê 3.500.000 đồng/1 tháng, ưu tiên gia đình hoặc người đã đi làm."
366,Tin môi giới đăng 3 ngày trước,"1,7 triệu/tháng- 20 m2",20 m²,"54B ngõ 44/80, Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội","54B ngõ 44/80 Trần Thái Tông có p 1tr7 và 2,5tr vệ sinh khép kín; rộng 15-20m2; trong nhà 5 tầng có chỗ để xe ngay tầng 1; camera 24/7
điện 4k 1 số; nước 100k 1 tháng; ở thoải mái không giới hạn số lượng. 
nhà thuê gần đường Xuân Thủy, gần Cầu Giấy; tiện cho sinh viên học Quốc Gia- Báo Chí- Sư Phạm; 
phòng to có giường; nóng lạnh và điều hòa"
367,Tin môi giới đăng 3 ngày trước,"2,5 triệu/tháng- 30 m2",30 m²,"Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội","Còn chờ gì nữa 2,5 triệu phòng full đồ chỉ việc xách quần áo đến ở 
 
*GIẢM KỊCH SÀN Phòng full đồ  2,5 triệu 
*GIẢM NỮA cho Phòng full đồ 4 triệu chỉ còn 3 triệu
#Địa chỉ :  Võng Thị, P. Bưởi, Q. Tây Hồ, Hà Nội.
+ Phòng có : Rèm, điều hoà, nóng lạnh, giường, tủ, tủ bếp, tủ lạnh, máy giặt, tủ sấy chung,...
+ Điện Nước giá dân sinh hoạt
+ Để xe miễn phí tầng 1
# Vị trí : Ngõ 3 gác, gần chợ, trường ĐH Nội Vụ, thông ra các tuyến phố Lạc Long Quân, Trích Sài, Bưởi, Hoàng Hoa Thám, Hoàng Quốc Việt, Hồ Tây... gần bến các xe bus
# Giờ giấc thoải mái, không chung chủ, chìa khóa riêng,...
Đóng 1 tháng cọc 1, nếu đóng 3 tháng cọc 1 sẽ có ưu đãi giảm giá"
363,Tin môi giới đăng 3 ngày trước,2 triệu/tháng- 18 m2,18 m²,"ngõ 136/75C/2, Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","ngõ 136/75C/2 Chùa Láng phòng từ 2tr-2tr8 ở luôn; phòng rộng 18-20m2; vệ sinh khép kín có giường ngủ ; có nóng lạnh, phòng to có điều hòa và kệ bếp
nhà gần phố Nguyễn Chí Thanh; đường Láng
cách ĐH NGoại THương 300m; cách ĐH GTVT 1km;
điện 3,8k 1 số; nước 100k 1 tháng; đóng tiền tháng 1 
LH xem phòng ban ngày"
370,Tin cá nhân đăng 3 ngày trước,1 triệu/tháng- 15 m2,15 m²,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội","Do sinh viên em muốn tìm phòng 1 người giá 1000000đồng/tháng nếu dc ib em zalo ,nhắn tin em sẽ liên hệ ạ. Mong mọi người ib sớm trước 1/4/2021 ạ . Em cảm ơn."
375,Tin môi giới đăng 4 ngày trước,"2,6 triệu/tháng- 15 m2",15 m²,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","+ Khuyến Mại 500k tháng đầu cho anh chị em thuê hợp đồng lâu dài.
+ Mình còn trống phòng như hình ở ngay lối vào bảo tàng HCM.Đi ra BX Yên Nghĩa 100m.
+ Riêng chủ, giờ giấc tự do, an ninh tốt.
+ Nội thất: giường, tủ quần áo, bàn ghế, điều hòa, nóng lạnh, máy giặt, có chỗ nấu ăn riêng.
+ Mình còn phòng giá 2tr6 và 2tr8."
378,Tin môi giới đăng 2 tuần trước,"2,2 triệu/tháng- 16 m2",16 m²,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội","+ Mình còn trống vài phòng cần cho anh chị em thuê, ở Ngõ 70 đường Phan Trọng Tuê đối diện nhà máy Pin.
+ giá phòng từ 2tr2-2tr4 đầy đủ nội thất giường, đệm, tủ quần áo, bàn ghế, điều hòa, nóng lạnh, máy giặt...
+ Đầu ngõ 70 là đường Phan Trọng Tuệ, cuối ngõ là thông ra Cầu Văn Điển hoặc là Tựu Liệt.
+ Nhà sạch đẹp phòng nào cũng có cửa sổ. có người dọn vệ sinh hàng tuần.
+ LH: Mr Hưng (Chủ nhà) để xem phòng."
376,Tin cá nhân đăng 7 giờ trước,"3,4 triệu/tháng- 30 m2",30 m²,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","Nhà mình còn   1 phòng tầng 3 trong nhà 5 tầng.
Có thể đến ở ngay
Diện tích 28m2
Phòng có cửa sổ rộng thoáng, ban công, không bị che chắn rất thoáng.
Sàn gỗ, đầy đủ giường tủ bàn ghế điều hòa nóng lạnh ...
Vệ sinh khép kín đủ trang thiết bị vệ sinh.
Nhà cực kì sạch sẽ, có chỗ nấu ăn, sân phơi, để xe free
Có dọn vệ sinh, máy giặt ...
Nhà ở trong ngõ an ninh, sạch sẽ, không ngập nước...
Vị trí cực gần các trường ngoại thương, giao thông vt,..
Tiền điện 3k5/1 số, nước 100k 1 người, wifi 65k,...
Địa chỉ : Ngách 90/1194 Đường Láng, Hoặc có thể đi từ ngõ 138 chùa láng vào.
Còn không mau xách mông lên chuyển đến phòng nhà mình. 
Liên hệ ngay đến ban Ken đẹp trai để đến ở ngay."
373,Tin cá nhân đăng 3 ngày trước,4 triệu/tháng- 35 m2,35 m²,"Đường Yên Phụ, Phường Yên Phụ, Quận Tây Hồ, Hà Nội","Căn hộ dịch vụ sát Hồ Tây. Phòng đơn, phòng đôi thông nhau.
25m2-35m2, tiện nghi đầy đủ (điều hoà, tủ lạnh, giường, tủ...). Cầu thang riêng, sân để xe, giờ tự do. Cửa ra sân thượng ngồi trà đạo. Chủ nhà dễ thương. Giá từ 3tr-4tr/tháng"
377,Tin môi giới đăng 2 tháng trước,1 triệu/tháng- 30 m2,30 m²,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội","Cần tìm bạn ở ghép home stay ĐẠI LA 
Phòng số 103 ngõ 101 Đại La, cách các trường bách kinh xây 5 phút. 
Giá 1 triệu/ 1 người/tháng bao điện nước mạng. Giờ giấc tự do thoải mái. 
Để xe t1 miễn phí. Bếp nấu ăn T1 và t5. 
Tiện đi các hướng, Minh Khai, Kim Ngưu, cầu Định Công, lên phố cổ. 
Rộng 30m2, mỗi người 1 giường. Có cửa sổ thoáng. 
Có đủ điều hòa nóng lạnh, tủ lạnh, máy giặt. Mùa hè có điều hòa nên cực mát, không lo bị nóng nhé. 
Không chung chủ, giờ giấc tmai. 
Đóng 1 cọc 1. Phòng hiện tại ở được luôn. 
Liên hệ chính chủ xem phòng, thuê phòng không mất phí, gọi trực tiếp nhé vì mình ít khi nhắn tin."
374,Tin cá nhân đăng 3 ngày trước,"1,4 triệu/tháng- 12 m2",12 m²,"Số 22, ngõ 39, Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội","Nhà tôi còn 1 phòng trọ nhỏ 12m2, khá sạch sẽ, nhà trong cùng phù hợp cho nam giới. Phòng có 4m2 gác xép. Điện 
 khỏe có thể lắp điều hòa , nước sạch Sông Đà. Xóm nhỏ, cách JW MARRIOTT 300m. Có internet Fpt  80k/ tháng) . Cho bạn nào mới xuống lập nghiệp"
372,Tin môi giới đăng 3 ngày trước,"4,5 triệu/tháng- 25 m2",25 m²,"20, Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội","🙋🏻‍♂️ Chính chủ còn Phòng cho thuê GIÁ RẺ
🌍 Địa chỉ: 204 Trần Duy Hưng, Cầu Giấy
💥 Diện tích 35m2- Khép kín
🌈 Dịch vụ đầy đủ: Giường- Đệm- Điều hoà- Nóng Lạnh- Tủ quần áo- Kệ bếp- Tủ lạnh- máy giặt chung
🍀 Không gian sống phong cách, cửa sổ to thoáng mát
🌺 kHÓA CỬA- 𝐕𝐀̂𝐍 𝐓𝐀𝐘 an toàn, giờ giấc tự do, không chung chủ
📞 Liên hệ: A Hiếu để xem phòng trực tiếp không qua môi giới trung gian"
371,Tin môi giới đăng 3 ngày trước,"1,5 triệu/tháng- 17 m2",17 m²,"Ngõ 7 xã đàn chùa bộc SN 18 1t, xã đàn chùa bộc, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Ngõ 7 xã đàn chùa bộc SN 18 1tr5 2tr5 3tr2 3tr6/t khép kín
Còn 6 phòng ở luôn,ngay trung tâm,kiểu mini nhỏ,khép kín,nấu ăn trong phòng,có giường,có nóng lạnh,điều hoà nhé,phòng nhỏ hơn các bạn tự lắp,gần nhiều trường ĐH lớn,điện nước giá rẻ,wifi tốc độ cao,phù hợp cho tất cả các bạn đi học,đi làm nhé,thoáng,cửa sổ to,ánh sáng tự nhiên,nhà xây 6 tầng,có cả thang máy nhé.DT : 15m2 và 17m2 và 20m2 và 23m2 khép kín."
379,Tin môi giới đăng 5 ngày trước,4 triệu/tháng- 35 m2,35 m²,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","CHO THUÊ CHUNG CƯ MINI MỚI HOÀN THIỆN VÀO Ở LUÔN ĐƯỜNG TRUNG VĂN

1. Vị trí tiện ích: 
Tòa chung cư mini 8 tầng nằm trên đường TRUNG VĂN CẮT ĐƯỜNG TỐ HỮU,cuối đường lương thế vinh, gần nhà thờ Phùng Khoang, gần trường cao đẳng Xây Dựng, được thiết kế thông minh, tiện lợi, đầy đủ tiện ích đi kèm, gồm tầng 1 với DT250M2 để xe rộng rãi. giao thông đi lại thuận tiện và 7 tầng trên với các căn hộ chung cư mini cho thuê. 
- Nằm Cách mặt đường ĐƯỜNG TỐ HỮU 100m, 3 phút ra bigc thăng long, ngã tư trần duy hưng, đường phạm hùng, ngã tư khuất duy tiến... 
- Chỉ 3 phút để tiếp cận hệ thống ngân hàng, siêu thị, trung tâm thương mại, trường học Quốc tế từ mầm non đến trung học, đại học ... 
2. Thiết kế 02 loại diện tích: 35m2, 45m2  tiện dụng. 
- 1 Phòng ngủ riêng biệt, có thêm gác xép : điều hòa 02 chiều, giường, tủ quần áo... 
- Phòng khách được thiết kế đẹp có thể làm phòng ngủ nếu nhà đông người.
- Khu bếp riêng biệt,có tủ bếp trên và dưới, chậu rửa bát hiện đại nấu nướng không sợ mùi vào phòng ngủ và khách.
- WC khép kín hiện đại, bình nóng lạnh,thiết bị vệ sinh 
- Tòa nhà có bảo vệ , đảm bảo, giờ giấc 24/24h, thoải mái đi lại.
- Gửi xe miễn phí, tối đa mỗi phòng 2 xe máy,truyền hình cáp, internet cáp quang, camera các tầng, có thang máy tốc độ cao... 
- Căn hộ có cửa sổ thoáng mát , chỉ việc xách va li đến ở.
3. Giá cả: 
- Giá phòng:4.000.000 đ-  5 000.000 đ /tháng. 
-DT TỪ 35- 45M2.
-Rất Phù hợp với người đi làm,hộ gia đình, sinh viên ngoan ở."
381,Tin môi giới đăng hôm qua,"4,2 triệu/tháng- 45 m2",45 m²,"Đường Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Nhà vừa xây ngõ 103/20 Cù Chính Lan giá 4tr2 phòng đơn, 1n1k 5tr2
Diện tích 40m-45m
Căn nhà mới xây có 6 tầng, tầng một để xe, còn phòng trên tầng 2 và tầng 4, khép kín, cửa sổ rộng thoáng mát, ban công rộng rãi, nấu ăn trong phòng, phòng có giường, tủ quần áo, đh, bình nóng lạnh,,bàn bếp, tủ bếp, tủ bát, hút mùi, như ảnh nhé
Nhà vừa mới xây xong, tiện nghi mới , an ninh đảm bảo, cửa khoá vân tay, giờ giấc đi lại tự do, phòng to ở được 3-4 người thoải mái, đi làm, đi học, hộ gia đình đều ở được 
Điện 3,5k/ số, nước 80k/ người, mạng 50k/ người, vệ sinh 50k/ người,
Hợp đồng thuê nhà từ 6 tháng trở lên, thanh toán theo tháng, cọc 1 tháng 
Xem nhà gọi điện thoại trước nhe 40p"
