stt,thoigian,giaphong,dientich,diachi
1136,03/2021,2700000,27,"35/99, Đường Định Công Hạ, Phường Định Công, Quận Hoàng Mai, Hà Nội"
1130,03/2021,3300000,25,"4 k28 ngõ 71, Nguyễn An Ninh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
1139,03/2021,1200000,14,"8/109/30, Đường Quan Nhân, Phường Nhân Chính, Quận Thanh Xuân, Hà Nội"
1137,03/2021,2800000,22,"16, Ngõ 32 Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1135,03/2021,2100000,25,"11, Đường Ngọc Trì, Phường Thạch Bàn, Quận Long Biên, Hà Nội"
1134,03/2021,1200000,15,"22, Đường Ngõ Gốc Đề, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
1138,03/2021,2300000,20,"19, ngõ 256 Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
1140,03/2021,3700000,25,"Ngõ 18, Đường Khương Hạ, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
1146,03/2021,3000000,20,"Đường Tô Hiệu, Phường Nguyễn Trãi, Quận Hà Đông, Hà Nội"
1149,03/2021,2500000,25,"47, Đường Tân Mỹ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1142,03/2021,2800000,20,"Ngõ 191, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
1148,03/2021,2000000,20,"3, ngõ 207, Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
1147,03/2021,5000000,35,"Phố Linh Lang, Phường Cống Vị, Quận Ba Đình, Hà Nội"
1143,03/2021,3200000,40,"ngách 172 ngõ 343, Đường Đội Cấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
1144,03/2021,4050000,30,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"
1141,03/2021,2500000,25,"Đường Hoàng Mai, Phường Hoàng Văn Thụ, Quận Hoàng Mai, Hà Nội"
1145,03/2021,2000000,20,"Đường Nguyễn Chính, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"
1150,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
1156,03/2021,2200000,20,"hà trì 4, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
1151,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
1155,03/2021,3500000,30,"18, Đường Phan Bá Vành, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
1154,03/2021,4500000,40,"15A, Ngõ 61đường Thái Thịnh, Phường Thịnh Quang, Quận Đống Đa, Hà Nội"
1159,03/2021,1500000,12,"8/69, Ngõ 521 Trương Định, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
1152,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
1158,03/2021,3000000,30,"80, Đường Đình Thôn, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
1157,03/2021,1650000,12,"số nhà 34b, ngách 44, ngõ 218, Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội"
1153,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1169,03/2021,1300000,16,"438, Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Quận Thanh Xuân, Hà Nội"
1164,03/2021,3500000,30,"15/4/91, Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
1161,03/2021,1500000,16,"Ngõ 50d/100 SN 184e  nghĩa tân, Đường Nghĩa Tân, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
1162,03/2021,2500000,19,"382 Âu Cơ, 382 Âu Cơ, Phường Nhật Tân, Quận Tây Hồ, Hà Nội"
1160,03/2021,1700000,174,"Ngõ 122a phố vọng giải phóng S, Đường Giải Phóng, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
1166,03/2021,1500000,16,"12 ngõ 394/16., Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1168,03/2021,1500000,30,"Ngõ 140, Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
1163,03/2021,2000000,17,"Tổ 29 kim ngưu SN 18e ngõ 192, kim ngưu, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội"
1167,03/2021,1500000,18,"5, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
1165,03/2021,2200000,17,"Ngách 9 ngõ 221, Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội"
1172,03/2021,1500000,25,"8 hẻm 15 ngách 75 ngõ 281, Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
1175,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
1170,03/2021,1200000,14,"Ngõ 55 trần quốc vượng SN 172a, Đường Trần Quốc Vượng, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
1171,03/2021,1300000,14,"Ngõ 63a/127 trương định SN 173, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
1173,03/2021,1500000,15,"Ngõ 192 kim giang SN 187a/16 c, Đường Kim Giang, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
1176,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
1178,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
1177,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1179,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
1174,03/2021,1400000,15,"Ngõ 9e cầu vượt mai dịch SN11, cầu vượt mai dịch, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
1180,03/2021,3800000,30,"Nguyễn Chí Thanh, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
1185,03/2021,5500000,60,"585, Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
1184,03/2021,1500000,17,"Đường Chùa Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
1182,03/2021,1200000,13,"Đường Trần Thái Tông, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
1186,03/2021,1510000,15,"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
1188,03/2021,3500000,23,"số 31 dịch vụ mỗ lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
1189,03/2021,3500000,35,"20 tổ 4, Đường Tây Tựu, Phường Tây Tựu, Quận Bắc Từ Liêm, Hà Nội"
1183,03/2021,1700000,18,"Ngõ 733 trương định đuôi cá SN, đường trương định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
1181,03/2021,1500000,16,"Ngõ 29d/31 phan văn trường SN, phan văn trường, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
1187,03/2021,1810000,602,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
1193,03/2021,1300000,603,"Đường Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
1198,03/2021,2800000,28,"44, Đường Nguyễn Cơ Thạch, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1191,03/2021,5500000,35,"288 Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
1192,03/2021,1800000,19,"Ngõ 1395, Đường Giải Phóng, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội"
1194,03/2021,3300000,23,"Đường Miếu Đầm, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1199,03/2021,4600000,30,"NGÕ 173 HOÀNG HOA THÁM, Đường Hoàng Hoa Thám, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
1195,03/2021,2000000,20,"Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
1196,03/2021,2500000,20,"Đường Vũ Tông Phan, Phường Khương Trung, Quận Thanh Xuân, Hà Nội"
1190,03/2021,1900000,25,"38, Lô 34 Liền Kề 38 Khu Hà Trì 4, Phường Hà Cầu, Quận Hà Đông, Hà Nội"
1197,03/2021,6500000,95,"145, Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
1207,03/2021,2200000,25,"44, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
1203,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
1200,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1208,03/2021,350000,36,"yên lãng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội"
1201,03/2021,4500000,30,"20 ngõ 196, Đường Cầu Giấy, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
1204,03/2021,1500000,110,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
1202,03/2021,3400000,30,"14, Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội"
1205,03/2021,850000,18,"32, Khu B, Tập thể 664, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội"
1209,03/2021,2000000,20,"44 nghách 45 ngõ 191, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
1206,03/2021,1230000,30,"11 ngõ 531/40, Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội"
1213,03/2021,4300000,30,"58, Đường Trần Bình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1211,03/2021,3500000,60,"Đường Hạ Yên, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội"
1216,03/2021,2500000,16,"145, Đường Âu Cơ, Phường Tứ Liên, Quận Tây Hồ, Hà Nội"
1218,03/2021,2700000,17,"342/61/32, Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
1214,03/2021,5000000,60,"ngõ 165, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
1210,03/2021,1700000,20,"G26, Đường Yên Xá, Xã Tân Triều, Huyện Thanh Trì, Hà Nội"
1215,03/2021,2800000,30,"455, Đường Vũ Tông Phan, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
1219,03/2021,2300000,25,"80.47b, Đường Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội"
1217,03/2021,2500000,32,"Đường Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội"
1220,03/2021,2300000,20,"41, Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
1223,03/2021,2500000,15,"số 135 ngõ 22, Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội"
1222,03/2021,2500000,25,"597 Quang Trung, Đường Quang Trung, Phường Phú La, Quận Hà Đông, Hà Nội"
1229,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
1226,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
1228,12/2020,4700000,35,"Đường La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
1225,03/2021,2600000,15,"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội"
1221,03/2021,1100000,20,"7, Đường Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội"
1227,03/2021,2000000,30,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
1224,03/2021,1600000,12,"8, Ngõ 521 Trương Đinh, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
1231,03/2021,3000000,20,"Đường Trần Phú, Phường Văn Quán, Quận Hà Đông, Hà Nội"
1236,03/2021,1300000,70,"số 1, Số 1 Ngõ 121 Đại La, Phường Định Công, Quận Hoàng Mai, Hà Nội"
1234,03/2021,3000000,17,"38, Đường Mai Anh Tuấn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
1239,03/2021,1600000,15,"SN 17d/100 ngõ 9a lê duẩn 1tr6, Đường Lê Duẩn, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội"
1233,03/2021,2500000,18,"Đường Hoàng Sâm, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
1237,03/2021,2000000,40,"68, Đường Văn Điển, Xã Tứ Hiệp, Huyện Thanh Trì, Hà Nội"
1235,03/2021,900000,19,"30 - ngách 43/154, Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
1230,03/2021,1300000,70,"Đường Đại La, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
1238,03/2021,2000000,25,"147B tân mai, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
1232,03/2021,950000,29,"Tổ 1, 1144 Đường Quang Trung, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội"
1242,03/2021,1800000,18,"Ngõ 51a/12 đại la SN 190c/7 1t, Đường Đại La, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
1243,03/2021,2100000,16,"Tổ 27 đền lừ 2 SN 176a ngõ 4 1, Đường Đền Lừ 2, Phường Tân Mai, Quận Hoàng Mai, Hà Nội"
1240,03/2021,4000000,12,"229, Đường Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội"
1249,03/2021,1400000,15,"Ngõ 80a phạm thận duật SN 16c, phạm thận duật, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội"
1248,03/2021,8500000,50,"Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội"
1241,03/2021,4500000,50,"Số 98 Ngõ 42, Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
1244,03/2021,2500000,25,"nhà số 7 hẻm 250/100/4, Đường Kim Giang, Phường Đại Kim, Quận Hoàng Mai, Hà Nội"
1245,03/2021,2000000,20,"283, Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội"
1246,03/2021,1400000,18,"Ngõ 106e/88 duy tân trần thái, Đường Duy Tân, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội"
1251,03/2021,3600000,30,"56, Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
1250,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
1252,03/2021,3700000,30,"106 Ngõ 72/2, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"
1259,03/2021,1400000,15,"21, Khu đô thị Văn Phú, Phường Phú La, Quận Hà Đông, Hà Nội"
1258,03/2021,6000000,60,"521, Đường Nguyễn Trãi, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội"
1253,03/2021,2000000,30,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
1254,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
1255,03/2021,1800000,15,"6B Hoàng Như Tiếp, Đường Hoàng Như Tiếp, Phường Bồ Đề, Quận Long Biên, Hà Nội"
1256,03/2021,2800000,12,"Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội"
1264,03/2021,1100000,23,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
1269,03/2021,1700000,30,"Số 750, Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội"
1266,03/2021,3900000,25,"Chung cư An Bình city 232 Phạm Văn Đồng, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội"
1265,03/2021,9000000,75,"Tú Mỡ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
1260,03/2021,3650000,47,"Đường Mễ Trì, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1267,03/2021,2500000,18,"87, Yên Xá, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
1262,03/2021,2600000,30,"Đường Trần Duy Hưng, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
1268,03/2021,1200000,12,"116, Đường Nguyễn Xiển, Phường Hạ Đình, Quận Thanh Xuân, Hà Nội"
1270,03/2021,2000000,18,"Đường Cổ Nhuế, Phường Cổ Nhuế 2, Quận Bắc Từ Liêm, Hà Nội"
1275,03/2021,2000000,30,"Đường Kim Mã Thượng, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
1278,03/2020,1390000,40,"Đường Dịch Vọng, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
1273,03/2021,2600000,15,"18, Đường Kim Mã Thượng, Phường Cống Vị, Quận Ba Đình, Hà Nội"
1274,03/2021,2000000,10,"14, Đường Lý Thường Kiệt, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội"
1271,03/2021,1100000,13,"61, Đường Lê Thanh Nghị, Phường Cầu Dền, Quận Hai Bà Trưng, Hà Nội"
1276,03/2021,2200000,16,"Đường Phan Trọng Tuệ, Thị trấn Văn Điển, Huyện Thanh Trì, Hà Nội"
1279,01/2021,1000000,30,"số 103 ngõ 101, Đường Đại La, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội"
1272,03/2021,2750000,27,"129, Ngõ 207 Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"
1277,03/2021,2100000,16,"Ngõ 151, Đường Nguyễn Đức Cảnh, Phường Tương Mai, Quận Hoàng Mai, Hà Nội"
1283,03/2021,3500000,35,"số 6 ngách 16/29, Đường Đỗ Xuân Hợp, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
1281,03/2021,4300000,40,"38, Khúc Thừa Dụ, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
1286,03/2021,1800000,15,"Đường Võ Chí Công, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
1284,03/2021,1200000,20,"1, Đường An Dương Vương, Phường Đông Ngạc, Quận Bắc Từ Liêm, Hà Nội"
1285,03/2021,3800000,28,"279 Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội"
1280,03/2021,3000000,30,"Đường Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội"
1289,03/2021,1800000,15,"Đường Trần Phú, Phường Mộ Lao, Quận Hà Đông, Hà Nội"
1282,03/2021,3500000,40,"số 2/27 ngõ 302 minh khai, Đường Minh Khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
1287,03/2021,1510000,15,"Đường Phùng Khoang, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
1288,03/2021,2000000,17,"Hoà bình 1 minh khai SN 14a/88, hoà binình 1 minh khai, Phường Minh Khai, Quận Hai Bà Trưng, Hà Nội"
1291,03/2021,1600000,15,"Đường Thiên Hiền, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1292,03/2021,1500000,15,"Ngõ 41 trần đăng ninh SN 19e/3, Đường Trần Đăng Ninh, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"
1290,03/2021,1500000,25,"3, Đường Nguyễn Khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội"
1293,03/2021,1400000,15,"SN 38d/109 ngõ 20 lê đức thọ 1, Đường Lê Đức Thọ, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1297,03/2021,1200000,20,"ông Độ xóm 5, Thôn Vĩnh Thanh, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội"
1296,03/2021,2700000,30,"Đường Phạm Văn Đồng, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội"
1294,03/2021,1300000,40,"Đường Cầu Giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội"
1299,03/2021,4000000,45,"173, Đường Đình Thôn, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội"
1295,03/2021,2000000,18,"số B5 khu B42, Đường Trung Phụng, Phường Trung Phụng, Quận Đống Đa, Hà Nội"
1298,03/2021,1300000,70,"số 1 ngõ 121 đại la, Đường Đại La, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội"
1301,03/2021,4000000,35,"277 ngõ 275, Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
1308,03/2021,2800000,20,"Đường Láng, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội"
1304,03/2021,5000000,35,"số nhà 12, ngõ 89, Đường Mễ Trì Thượng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1307,03/2021,4300000,25,"Đường Mỹ Đình, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
1303,03/2021,1500000,110,"Đường Trung Văn, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội"
1300,02/2021,3800000,28,"71A/71, Đường Nguyễn Thị Định, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội"
1306,03/2021,1000000,17,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"
1309,03/2021,2300000,25,"Đường Đào Tấn, Phường Liễu Giai, Quận Ba Đình, Hà Nội"
1302,03/2021,2000000,14,"186 nguyễn đình hoàn, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội"
1312,03/2021,2500000,18,"Đường Trần Đại Nghĩa, Phường Đồng Tâm, Quận Hai Bà Trưng, Hà Nội"
1314,03/2021,1600000,20,"tam trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội"
1313,03/2021,3700000,60,"3, Đường Đỗ Đức Dục, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội"
1315,03/2021,2500000,20,"5, Ngõ 196 Trịnh Đình Cửu, Phường Định Công, Quận Hoàng Mai, Hà Nội"
1317,03/2021,900000,10,"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội"
1319,03/2021,2600000,25,"Đường Thịnh Liệt, Phường Thịnh Liệt, Quận Hoàng Mai, Hà Nội"
