stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
37,04/2021,2300000,28.0,20.994409,105.776969,Ccmn,2.5,153.8,Khepkin,5,6,1,1,1,1,0,0,0,1,0,0,0,1,"39 ngõ 10 Đường Đại Linh, Phường Trung Văn, Quận Nam Từ Liêm, Hà Nội","Chính chủ cho thuê Ccmn ngõ 10 Đại Linh, Trung Văn giá 2,8 triệu/tháng.Vị trí: Số 14 ngõ 10 Đại Linh, Trung Văn, Nam Từ Liêm Hà Nội.Ngôi nhà gần chợ và các trung tâm như: Trung tâm hội nghị quốc gia 800m, cách đường Tố Hữu 800m, cách Big C Thăng Long 1km, cách Keangnam 2km.Cách điểm đón xe bus số 33 500mRất thuận lợi cho việc đi lại.Bố trí: Gồm 6 tầng 100% trong đó.+ Tầng 1 để xe và 1 phòng khép kín.+ Tầng 2 đến tầng 6 mỗi tầng 3 phòng khép kín.Diện tích: Diện tích mỗi phòng khoảng 25m2.Nội thất: Giường, tủ quần áo, nóng lạnh, điều hòa, bàn bếp, chậu rửa.Giá dịch vụ: Điện 3.000/kw.Nước 30k/m3.Mạng 100k/phòng, vệ sinh chung 50k/phòng.Thang máy 50k/người lớn.Giá cho thuê 2,8 đến 3,3 triệu/tháng"
32,04/2021,2500000,14.0,20.977846,105.798198,Nhatang,3.5,30.0,Khepkin,8,7,1,1,1,1,0,1,0,0,0,0,0,1,"26 NGÕ 241 Đường Chiến Thắng, Phường Văn Quán, Quận Hà Đông, Hà Nội","- Còn 1 phòng tầng 2 giá 2tr3, 2 phòng chung 1 nhà vệ sinh- ở được luôn.- Ngõ rộng ô tô đỗ cửa- Nội thất điều hòa, nóng lạnh,, giường,tủ, phơi đồ, bàn, để xe miễn phí, camera an ninh, máy giặt- Thanh toán cọc 1 đóng 1Mô tả chung- Máy giặt dùng chung miễn phí- Chính chủ miễn môi giới- Điện 3,5k/ số- Nước 80k/ người.- Hàng tuần có người qua dọn vệ sinh chung cả nhà thường xuyên.- Không ở chung chủ. Giờ giấc đi lại thoải mái, tiếp bạn bè vô tư miễn là lịch sự - Hợp đồng lâu dài không tăng giá, chu kỳ đóng tiền nhà 1 tháng 1 lần, đặt cọc 1 tháng tiền nhà"
20,03/2021,3600000,30.0,21.03511,105.799681,Ccmn,3.8,50.0,Khepkin,9,5,1,0,1,1,0,0,0,1,1,0,1,1,"P106 Nhà A1,Tổ 15, Ngõ 72, Đường Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội","chính chủ  Ccmn tại nhà số 106 ngõ 72/2 dương quảng hàm, cầu giấy. (ngay cạnh chợ quan hoa)* : cách đường dương quảng hàm 50m, cách đường cầu giấy 150m, cách đường nguyễn khánh toàn 150m, cách đường nguyễn văn huyên 200m, cách đường quan hoa 200m, cách lotte đào tấn 500m...* tiện ích gồm có️ - điều hoà️ - nóng lạnh️ - tủ quần áo️ - giường️ - kệ bếp, tủ bếp️ - vệ sinh khép kín️ - có gác xép để đồ gọn gàng️ - ban công phơi quần áo thoáng rộng️ - cửa sổ thoáng mát️ - chỗ để xe free️ - ko chung chủ, giờ giấc thoái mái 24/7️ - khóa vân tay, camera, wifi*   30m2* giá: 3.6tr️️* liên hệ cc: 0961529365(ưu tiên hộ gia đình, người đi làm, sinh viên ở sạch sẽ lịch sự)"
29,03/2021,2800000,30.0,20.999623,105.824757,Nhatang,3.7,30.0,Khepkin,8,7,0,0,1,1,0,0,0,0,0,0,0,1,"27/106 Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","chính chủ   khép kín ở ngõ 106 nguyễn ngọc nại, giá 2,8 triệu/tháng.  rộng 30m2, có cữa sổ, có nóng lạnh điều hoà có wc khép kín, có chổ để xe ở tầng 1.ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.còn  ở tầng 4 giá 2,8 triệu/tháng. điện nước cả nhà dùng tự chia theo giá nhà nước.ai có nhu cầu thuê liên hệ chủ nhà: đt 0945931616."
24,04/2021,2000000,15.0,20.984757,105.876218,Nhatang,3.0,84.0,KKK,3,2,0,0,0,0,0,0,0,0,0,0,0,1,"42/211 Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội"," ở riêng nhà vệ sinh bên cạnh .có đủ vận dụng sinh hoạt.nhà phố sạch sẽ yên tĩnh.mỗi tầng 2  ở giưax là cầu thang.tầng 1 để xe và nấu ăn 1.2km( 4p đi xe)cách trường cao đẳng y dược asean 1kmcách học viện kt quân sự 1kmcách học viện chính trị quốc gia, học viện công nghệ bưu chính viễn thông,"
26,03/2021,3500000,27.0,21.078894,105.816791,Nhatang,3.9,40.0,Khepkin,10,5,1,1,1,0,1,0,0,0,0,1,0,1,"6b ngõ 690 Lạc Long Quân, Phường Nhật Tân, Quận Tây Hồ, Hà Nội","siêu hót siêu hót!!! chính chủ cho thuê  khép kín, siêu đẹp 25-30m2 full đồ giá 3tr5 tại lạc long quân- địa chỉ: số nhà 6b ngõ 690 lạc long quân , tây hồ, hà nội-  thiết kế có ban công, thang máyfull đồ ( điều hoà, nóng lạnh, giường tủ-bàn bếp, máy sấy tóc, ấm siêu tốc ,tủ lạnh..)- giá: 3tr - 3,5tr đ/tháng (  như ảnh )- tầng 1: chỗ để xe thoải mái- tầng thượng: có máy giặt sân phơi thoáng mát. người thuê chỉ việc xách đồ cá nhân đến ở.- giờ giấc tự do, an ninh đảm bảo. nhà gần siêu thị, chợ gần các trục đường lạc long quân, vệ hồ, trịnh công sơn, võ chí công, hoàng hoa thám, trích sài, quảng an ...- liên hệ chính chủ để xem :"
22,03/2021,2300000,23.0,20.964932,105.767329,Nhatang,5.2,43.2,Khepkin,8,3,0,0,1,1,0,0,0,0,0,0,0,1,"Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội","nhà mới hoàn thiện sạch đẹp, gần bưu điện hà đông, siêu thị vinmark, bến xe bus, cách mặt đường quang trung 10m rất thuận tiện đi lại. có 6  , nay còn 1  tại tầng 2. có trang bị tiện nghi đầy đủ: điều hòa, công trình phụ khép kín có nóng lạnh, cửa sổ có rèm, chỗ phơi, nấu ăn, wifi cáp quang, truyền hình cáp, sân rộng để xe, nằm trong khu vực dân trí cao, yên tĩnh và an ninh tốt.ai có nhu cầu liên hệ: chị hà 0902166024."
28,03/2021,3100000,35.0,20.998955,105.824653,Nhatang,4.0,50.0,Khepkin,4,5,0,0,1,1,0,0,0,0,0,0,1,1,"Số 24 ngõ 106 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","chính chủ   khép kín ở ngõ 106 nguyễn ngọc nại, giá 3,2 triệu/tháng.  rộng 35m2, có cữa sổ,có ban công, có nóng lạnh điều hoà có wc khép kín, có chổ để xe ở tầng 1. ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.còn  ở tầng 2 giá 3,1 triệu/tháng. điện nước cả nhà dùng tự chia theo giá nhà nước. ai có nhu cầu thuê liên hệ chủ nhà: đt 0945931616."
121,03/2021,2700000,25.0,21.0713783,105.7953947,Nhatang,3.3,105.12,Khepkin,2,3,0,0,1,1,0,0,0,0,0,0,0,1,"Đường Xuân Đỉnh, Phường Xuân Tảo, Quận Bắc Từ Liêm, Hà Nội"," rộng 25m2: có điều hòa, nóng lạnh, chỗ để xe, phơi đồ. không gian sinh hoạt chung rộng rãi + thoáng mát, tiện đi lại.cổng được thiết kế khóa vân tay nên ai ở thì mới vào được nhà"
248,12/2020,3500000,25.0,21.01635,105.8048,Nhatang,2.7,51.9,Khepkin,4,7,0,0,1,1,0,0,0,1,0,0,0,0,"9 ngõ 678 Đường Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội","mình còn tầng 2 25m2 khép kín có bếp và nóng lạnh, điều hòa,.. vệ sinh riêng sạch sẽ khu vực gần các trường đại học thuận tiện đi lại không sống chung cùng chủ gần ngã tư đường láng trần duy hưng"
122,03/2021,2700000,15.0,21.050267,105.790952,Nhatang,6.3,40.0,Khepkin,2,3,1,0,1,1,0,0,0,0,0,0,0,0,"ngõ 198 đường trần cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","tại ngõ 198 đường trần cung, phường cổ nhuế 1, quận bắc từ liêm, hà nội.  đủ tiện nghi, có giường, tủ, điều hòa, nóng lạnh. an ninh tốt, giao thông thuận tiện, gần bv e, chợ, trường học. cac  từ 14 đến 17m2, giá từ 2,7 triệu đến 3,5 triệu"
186,12/2020,2400000,25.5,21.051109,105.79055,Nhatang,5.6,85.0,Khepkin,4,3,1,1,1,1,1,1,0,1,0,0,0,0,"208 Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","homestay 208 trần cungkhông gian yên tĩnh ngõ rộng 2 oto tránh nhau không hết,cách viện e 1p đi bộcách đại học điện lực 1.2km( 4p đi xe)cách trường cao đẳng y dược asean 1kmcách học viện kt quân sự 1kmcách học viện chính trị quốc gia, học viện công nghệ bưu chính viễn thông, cao đẳng sư phạm tw, 900mvà cách hồ tây 10p đi xeℹ️ngoài ra ngay dưới nhà còn có cửa hàng ur.house( cửa hàng tp sạch tiện lợi)full nội thất: bếp từ, bàn ăn, bàn học, tủ quần áo...tiện nghi: tủ lạnh, máy giặt, điều hòa, nóng lạnh... bao trọn gói: điện, nước, wifi, dịch vụ vệ sinh hàng tuần...chỉ với 1tr6/người/tháng là xách ngay valy đến ở, không phát sinh thêm chi phí!️sdt: 0823105400"
229,01/2021,900000,14.0,21.0538868,105.7876175,Nhacap,3.2,120.0,KKK,1,1,1,0,0,0,0,0,0,0,0,0,0,1,"Đường Trần Cung, Phường Cổ Nhuế 1, Quận Bắc Từ Liêm, Hà Nội","cần gấp   giá rẻ.  khoảng 13-14m công trình phụ kép kín. giá sập sàn 900k, điện nước dùng bao nhiêu trả tiền bấy nhiêu. miễn trung gian: đt 0914442779"
529,10/2020,4200000,42.0,21.053614,105.788117,Nhatang,7.8,5.0,Khepkin,3,2,0,1,0,0,0,0,0,1,1,0,0,0,"82 Phố Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội","  khép kín tại tầng 1, rộng 42m2, có đủ đồ, có thể làm văn ,  dạy học hoặc nhà ở.vệ sinh khép kín, có bếp, có gác xép.đường vào thuận lợi vệ sinh riêng có ô thoáng hút gió lấy ánh sáng, luôn khô thoáng"
529,10/2020,4100000,42.0,21.053614,105.788117,Nhatang,7.8,79.31,Khepkin,3,2,0,0,0,0,0,0,0,0,1,0,0,0,"85 Trần Cung, Phường Nghĩa Tân, Quận Cầu Giấy, Hà Nội"," tầng 1, rộng 42m2, có đủ đồ ,  dạy học hoặc nhà ở. có gác xép để đồ. thoáng mát sạch sẽ. an ninh tốt yên tĩnh. có thc + internet.cổng được thiết kế khóa vân tay nên ai ở thì mới vào được nhà"
540,04/2021,2900000,26,20.985098, 105.797481,Nhatang,2.5,135.0,Khepkin,7,4,1,1,0,0,0,0,0,0,0,0,0,1,"Số nhà 50 ngõ 46 Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội","Chính chủ cho thuê CCMN và ở ghép Địa chỉ : Số nhà 50, ngõ 46 Tân Triều, Triều Khúc, Thanh XuânĐiện thoại: 0987570095---------------------------------------------THÔNG TIN CHI TIẾTNhà không chung chủ, đi lại tự do - thoải mái giờ giấcKhu vực dân trí cao, an ninh đảm bảo ( Có bảo vệ 24h), ra vào bằng khóa cửa vân tayGần chợ, gần các trường đại học, đường đoạn này thoáng.Nhà Full nội thất,điều hòa nóng lạnh, tủ quần áo, gác xép, bàn ăn, giườngNVS khép kínGiá :3xỞ đây miễn phí gửi xe ( không giới hạn số xe)Điện: 3.5k/ sốNước: 25k/ khối"
561,04/2021,3300000,20,21.010093, 105.795282,Ccmn,3.5,68.0,Khepkin,7,4,1,1,1,1,1,1,1,1,0,0,1,1,"40C Đường Nguyễn Chánh, Phường Trung Hòa, Quận Cầu Giấy, Hà Nội","Cho thuê nhà kiểu homestay 1,5tr/1ng/1th đầy đủ điện nước, bếp, vs, nóng lạnh, điều hòa. Nhà đẹp, gần BigC Thăng Long, các trường học.... . Địa chỉ ngách 5/204 Trần Duy Hưng, thông 20 Nguyễn Chánh, thông Trung Kính. Nhà 4 tầng, chỉ ở ghép 4 người/1 phòng lớn, 2 người phòng nhỏ nên rất thoải mái. Có thể thuê riêng phòng. bếp và để xe tầng 1, máy giặt tầng 4. Liên hệ trực tiếp chủ nhà. ( miễn môi giới)"
570,04/2021,3500000,30,20.996703, 105.822330,Ccmn,4.5,100.0,Khepkin,7,4,1,0,0,1,0,0,0,0,0,0,1,1,"16/183 Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Mình có 1 Phòng CCMN 30m bếp riêng, ngủ riêng full đồ, đẹp tiện nghi ( video và hình thật của phòng) ngay Ngã Tư Sở.Nhà 5 tầng phòng tầng 2, đủ đồ: điều hòa, nóng lạnh, giường tủ, tủ bếp, máy giặt...Vị trí thuận tiện: 16 ngõ 183 Hoàng Văn Thái – ngay đường vào chung cư, ô tô qua lại, cách mặt phố 20m, gần NGÃ TƯ SỞĐể xe tầng 1, Giờ giấc tự do, ko chung chủMình chính chủ cho thuê 0886947898"
571,04/2021,2900000,30,20.996671, 105.823269,Nhatang,3.0,111.0,KKK,7,4,1,1,0,0,0,0,0,0,0,0,0,1,"16/183 Đường Hoàng Văn Thái, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","Mình có 1 Phòng CCMN 30m bếp riêng, ngủ riêng full đồ, đẹp tiện nghi ( video và hình thật của phòng) ngay Ngã Tư Sở.Nhà 5 tầng phòng tầng 2, đủ đồ: điều hòa, nóng lạnh, giường tủ, tủ bếp, máy giặt...Vị trí thuận tiện: 16 ngõ 183 Hoàng Văn Thái – ngay đường vào chung cư, ô tô qua lại, cách mặt phố 20m, gần NGÃ TƯ SỞĐể xe tầng 1, Giờ giấc tự do, ko chung chủMình chính chủ cho thuê 0886947898"
521,04/2021,2950000,35.0,21.000378, 105.824235,Nhatang,2.0,74.0,Khepkin,1,2,1,0,0,1,0,0,0,0,0,0,1,1,"Số 24 ngõ 106 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"," Chính chủ cho thuê phòng khép kín ở ngõ 106 Nguyễn Ngọc Nại, giá 3,2 triệu/tháng. Phòng rộng 35m2, có cữa sổ,có ban công, có nóng lạnh điều hoà có WC khép kín, có chổ để xe ở tầng 1. Ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.Còn phòng ở tầng 2 giá 3,1 triệu/tháng. Điện nước cả nhà dùng tự chia theo giá nhà nước. Ai có nhu cầu thuê liên hệ chủ nhà: ĐT 0945931616. "
520,04/2021,1500000,18.0,21.007060, 105.816958,Nhacap,2.5,93.0,Khepkin,1,2,1,0,0,0,0,0,0,0,0,0,0,0,"số 24 ngõ 302 đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Cho thuê phòng trọ số 24 ngõ 302 đường Láng, gần ngã tư sở- Nhà xây mới, đẹp, ko chung chủ, có gác xép, bếp, khu phụ khép kín, điều hoà, nóng lạnh, wifi free, ban công thoáng mát.- Tầng 1 để xe free, an ninh tốt, giao thông thuận tiện.- Giá: 3 triệu/tháng. DTSD: 20m2- LHCC: Cô Hương 036.374.5253"
540,04/2021,3300000,35.0,21.000543, 105.823124,Ccmn,2.2,57.0,Khepkin,1,2,1,1,1,1,1,0,0,1,0,0,1,1,"Số 24 ngõ 106 Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội"," Chính chủ cho thuê phòng khép kín ở ngõ 106 Nguyễn Ngọc Nại, giá 3,2 triệu/tháng. Phòng rộng 35m2, có cữa sổ,có ban công, có nóng lạnh điều hoà có WC khép kín, có chổ để xe ở tầng 1. Ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.Còn phòng ở tầng 2 giá 3,1 triệu/tháng. Điện nước cả nhà dùng tự chia theo giá nhà nước. Ai có nhu cầu thuê liên hệ chủ nhà: ĐT 0945931616. "
541,04/2021,2600000,20.0,21.007493, 105.816650,Nhatang,2.0,90.0,Khepkin,1,2,1,0,0,1,0,0,0,0,0,0,0,1,"số 24 ngõ 302 đường Láng, Phường Thịnh Quang, Quận Đống Đa, Hà Nội","Cho thuê phòng trọ số 24 ngõ 302 đường Láng, gần ngã tư sở- Nhà xây mới, đẹp, ko chung chủ, có gác xép, bếp, khu phụ khép kín, điều hoà, nóng lạnh, wifi free, ban công thoáng mát.- Tầng 1 để xe free, an ninh tốt, giao thông thuận tiện.- Giá: 3 triệu/tháng. DTSD: 20m2- LHCC: Cô Hương 036.374.5253"
551,04/2021,1300000,20,21.036510, 105.799811,Nhacap,2.2,130.0,KKK,7,4,1,0,0,0,0,0,0,0,0,0,0,1,"số 14 ngõ 165/40 Dương Quảng Hàm, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội"," Chính chủ cho thuê CCMN tại nhà số 14 ngõ 165/40 Dương Quảng Hàm, Cầu Giấy (Gần Đại Học Thủ Đô)* Vị trí: cách đường Dương Quảng Hàm 300m, cách đường Cầu Giấy 300m, cách đường Nguyễn Khánh Toàn 100m, cách đường Nguyễn Văn Huyên 100m, cách đường Quan Hoa 300m, cách Lotte Đào Tấn 500m, cách công viên Nghĩa Đô 5 phút đi bộ...Tiện ích gồm có️Điều hoà️Nóng lạnh️Tủ quần áo️Tủ lạnh️Máy giặt️Giường, đệm️Kệ bếp + tủ bếp️Vệ sinh khép kín️Có gác xép để đồ gọn gàng️Có 2 Ban công phơi quần áo thoáng rộng️Cửa sổ thoáng mát️Chỗ để xe free️Ko chung chủ, giờ giấc thoái mái 24/7️Khóa vân tay, camera, wifiDiện tích phòng 36m2 Giá: 4.2 tr(Chỉ việc xách vali vào ở. Chính chủ không qua môi giới. Ưu tiên hộ gia đình; Các bạn sinh viên ở sạch sẽ; người đi làm tử tế, lịch sự)"
591,04/2021,2200000,15.0,20.979522, 105.778013,Ccmn,3.0,65.0,Khepkin,1,2,1,0,1,1,1,0,0,0,0,0,1,1,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Tôi có 3 căn nhà đẹp, thoáng mát, sân vườn lý tưởng, phù hợp cho những ai có nhu cầu ở nghiêm túc để đi học, cặp vợ chồng. Ăn ninh tuyệt vời, sử dụng nước máy. Không cho những đối tượng ở túm 5 tụm 3, nghề nghiệp không rõ ràng & các đối tượng xăm trổ. Xin cảm ơn đã đọc tin."
580,04/2021,2700000,29.0,21.000234, 105.824450,Nhatang,2.8,100.0,Khepkin,1,2,0,0,0,1,0,0,0,0,0,0,0,1,"24/106 Đường Nguyễn Ngọc Nại, Phường Khương Mai, Quận Thanh Xuân, Hà Nội","Chính chủ cho thuê phòng khép kín ở ngõ 106 Nguyễn Ngọc Nại, giá 2,8 triệu/tháng. Phòng rộng 30m2, có cữa sổ, có nóng lạnh điều hoà có WC khép kín, có chổ để xe ở tầng 1.Ở riêng chủ đi về tự khoá mở. ô tô vào tận nhà.Còn phòng ở tầng 4 giá 2,8 triệu/tháng. Điện nước cả nhà dùng tự chia theo giá nhà nước.Ai có nhu cầu thuê liên hệ chủ nhà: ĐT 0945931616."
511,04/2021,2200000,23.0,20.993678, 105.856390,Nhatang,3.0,33.0,Khepkin,1,2,1,1,0,0,0,0,0,0,0,0,0,1,"15 Gốc Đề, Quận Hai Bà Trưng, Hà Nội"," GẤP ️ nhượng phòng ????ai chuyển vào đầu tháng 5 này giảm luôn 1tr tiền phòng ạphòng ở 15 gốc đề"
890,04/2021,1900000,15.0,20.979950, 105.777854,Nhatang,3.0,35.0,Khepkin,1,2,1,1,0,0,0,0,0,0,0,0,0,1,"Đường Ngô Thì Sỹ, Phường Vạn Phúc, Quận Hà Đông, Hà Nội","Tôi có 3 căn nhà đẹp, thoáng mát, sân vườn lý tưởng, phù hợp cho những ai có nhu cầu ở nghiêm túc để đi học, cặp vợ chồng. Ăn ninh tuyệt vời, sử dụng nước máy. Không cho những đối tượng ở túm 5 tụm 3, nghề nghiệp không rõ ràng & các đối tượng xăm trổ. Xin cảm ơn đã đọc tin."
