stt,thoigian,giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien,giuongtu,banghe,nonglanh,dieuhoa,tulanh,maygiat,tivi,bep,gacxep,thangmay,bancong,chodexe,diachi,chitiet
164,03/2021,2700000,26.0,20.993895,105.817199,Nhatang,2.7,242.0,Khepkin,5,5,1,0,1,0,0,0,0,1,1,0,1,1,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội", khép kín đầy đủ tiện nghi điều hoà nóng lạnh bếp đun ban công thoáng mát có tủ lanh tủ quần áo vệ sinh riêng biệt  có gác xép gần phố gần chợ an ninh tốt có chỗ để xe tầng 1 mạng miễn phí sinh hoạt giờ giấc tự do  rộng 26 m giá 2700k liên hệ chính chủ đt 0971161975 địa chỉ 6 ngách 9 ngõ 77 bùi xương trach thanh xuân
195,12/2020,1700000,20.0,20.9887717,105.8180319,Nhatang,2.8,218.21,Khepkin,4,3,1,0,1,0,0,0,0,1,1,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  khép kín  20m2 tại ngõ 1 bùi xương trạch khương đình thanh xuân có : internet, truyền hình cáp, nóng lạnh, vòi tắm hoa sen, kệ bếp , gác xép, giường tủ, gần chợ khương đình, tự do tiếp bạn bè, thuận tiện trong sinh hoạt. không chung chủgiá : 1,7 triệu/thángliên hệ : 0915154036 ( chính chủ )"
439,11/2020,2800000,26.0,20.990328,105.817969,Nhatang,3.4,20.8,Khepkin,5,4,0,0,1,0,0,0,0,1,1,0,1,1,"6 ngách 9 ngõ 77 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",nhà mới xây đầy đủ tiện nghi khép kín bếp đun vệ sinh riêng biệt ban công phơi quần áo điều hoà nóng lạnh  có gác xép rộng 26m tầng 2 có chỗ để xe tầng 1 miễn phí sinh hoạt tự do chìa khóa riêng liên hệ 6 ngách 9 ngõ 77 bùi xương trach thanh xuânđt 0971161975
439,11/2020,2900000,26.0,20.990328,105.817969,Ccmn,3.4,20.8,Khepkin,6,4,0,0,1,0,0,0,0,1,1,0,1,1,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",nhà mới xây đầy đủ tiện nghi khép kín bếp đun vệ sinh riêng biệt ban công phơi quần áo điều hoà nóng lạnh  có gác xép rộng 26m tầng 2 có chỗ để xe tầng 1 miễn phí sinh hoạt tự do chìa khóa riêng liên hệ 6 ngách 9 ngõ 77 bùi xương trach thanh xuânđt 0971161975
439,11/2020,2400000,26.0,20.990328,105.817969,Nhacap,3.4,20.8,Khepkin,2,3,0,0,1,0,0,0,0,1,1,0,1,1,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",nhà mới xây đầy đủ tiện nghi khép kín bếp đun vệ sinh riêng biệt ban công phơi quần áo điều hoà nóng lạnh  có gác xép rộng 26m tầng 2 có chỗ để xe tầng 1 miễn phí sinh hoạt tự do chìa khóa riêng liên hệ 6 ngách 9 ngõ 77 bùi xương trach thanh xuânđt 0971161975
456,09/2020,3000000,32.0,20.990688,105.818072,Nhatang,3.4,89.67,KKK,2,4,0,0,0,0,0,0,0,1,0,0,0,0,"Số 16 ngõ 77/5 Đường Bùi Xương Trạch, Phường Khương Trung, Quận Thanh Xuân, Hà Nội","  giá 3tr/điện,nước theo giá dânwifi: 50k/ 3 người ở tối đacó kệ bếp nấu nướng riêng tầng 1"
721,06/2020,1700000,14.0,20.991049,105.818024,Nhatang,2.6,98.6,Khepkin,3,2,1,0,1,0,0,0,0,0,0,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","55/358 bùi xương trạch1.700.000cần tìm một bạn nữ (chỉ 1 và là nữ) để nhượng lại  lát gỗ, hè mát đông ấm, điện nước giá dân chia đầu ngườiđóng 2 tháng một lần , cọc 1 thángkhu dân trí cao không trộm cắp, nvs ngay cạnh  share với 1 bạn nữ  bêncó nóng lạnh, chưa có điều hoà ( bạn nào có nhu cầu có thể tự lắp đặt )cực kỳ yên tĩnh, các bạn  bên đều rất ý thức.tớ có sẵn một tủ gỗ lớn, do ngại chuyển tủ nên rất mong pass lại cho bạn nào thuê  vs giá hữu nghịsdt 0366644917"
774,06/2020,1600000,20.0,20.991627,105.819112,Nhatang,2.2,298.0,Khepkin,5,3,0,0,1,0,0,0,0,1,1,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  chính chủ  20m2 khép kín tại ngõ 1 bùi xương trạch khương đình thanh xuân.  sạch sẽ thoáng mát, nhiều cửa sổ, có nóng lạnh, vòi tắm hoa sen, kệ bếp , gác xép. thuận tiện trong sinh hoạt, chìa khóa riêng, không chung chủ, gần chợ khương đình.giá : 1,6 triệu/thángliên hệ chính chủ : 0915154036"
635,08/2020,1300000,12.0,20.992227,105.820309,Ccmn,2.3,209.75,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Ngõ 1, hẻm 1/62/23 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini 5 tầng , vệ sinh khép kín sạch đẹp giá 1.3tr, ưu tiên ở 1 , điện: 4k/số, nước 25k/ khối"
1255,10/2019,1500000,12.0,20.992245,105.818293,Ccmn,2.75,180.0,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"ngõ 1 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini , tầng 2 và tầng 3 , giá từ 1.4 -2 tr, điện : 4k/ số, nước : 25k/ khối. vệ sinh khép kín sạch sẽ ưu tiên ở 1 "
215,12/2020,2000000,13.0,20.987522,105.819412,Nhatang,3.8,72.8,Khepkin,4,2,0,0,1,1,0,1,0,0,0,0,0,1,"207/11 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"," ở tầng 3, đẹp thoáng, đủ điều hòa nóng lạnh mới.+ tầng 4 có máy giặt, có chỗ phơi đồ, tầng 1 để xe free.+ nhà ở ngõ 207/11 bùi xương trạch, cách ngã tư sở 1,9km. tiện đi lại. gần các trường đh y, ngân hàng, công đoàn, thủy lợi, xã hội nhân văn,...giá: 2 triệuđiện 3.5k/số, nước 60k/người, internet 30k người, vệ sinh chung 50k/ ngườilh: chú nguyên 0979931996"
1465,01/2019,1200000,12.0,20.992233,105.818608,Ccmn,2.2,310.25,KKK,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini giá 1.2tr, điện + nước đầy đủ , ưu tiên ở 1 .địa chỉ: đường bùi xương trạch, phường khương đình, quận thanh xuân, hà nội"
981,03/2020,1700000,20.0,20.991391,105.820235,Ccmn,2.2,253.5,Khepkin,5,4,0,0,1,0,0,0,0,1,1,0,1,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","tôi có nhu cầu  Ccmn chính chủ tại bùi xương trạch khương đình thanh xuân.  các  từ 18m2 - 20m2 khép kín.  sạch sẽ thoáng mát,ban công thoáng mát, có internet, truyền hình cáp, nóng lạnh, vòi tắm hoa sen, gác xép, kệ bếp. thuận tiện trong sinh hoạt, tự do thoải mái,gần chợ khương đình, không chung chủ.giá : 1,5 - 1,7 triệu/tháng/.liên hệ chính chủ : 098.194.2070 ( không phải môi giới)cảm ơn các bạn đã đọc tin."
1440,04/2019,2200000,25.0,20.987827,105.81866,Nhatang,2.7,40.5,Khepkin,4,3,0,0,1,1,0,0,0,1,0,0,0,0,"183 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","chính chủ cần   khép kín tại tầng 1 có đầy đủ tiện nghi điều hòa , nóng lạnh , bếp...(không môi giới)đ/c : 183 bùi xương trạch - thanh xuân - hnliên hệ : 0989487778 (bác bẩy)"
2954,05/2020,1300000,12.0,21.049571,105.770051,Nhacap,5.27,2.0,Khepkin,4,6,0,0,0,0,0,0,0,1,1,0,0,0,"Số 28 Phan Bá Vành, Huyện Từ Liêm, Hà Nội","tôi có phòng  , đi khoá về mở riêng biệt, vệ sinh khép kín, có bếp, có gác xép.  12m2 (không tính gác xép).đường vào thuận lợi(ngay mặt đường phan bá vành)liên hệ bác dung 0983282703"
1479,01/2019,3500000,28.0,20.985445,105.819687,Nhatang,4.6,398.0,Khepkin,5,3,0,0,0,0,0,0,0,0,0,0,0,1,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","nhà xây mới sạch sẽ thoáng mát, điện nước giá bình dân,có nhà để xe, sân chơi riêng.địa chỉ: đường bùi xương trạch, phường khương đình, quận thanh xuân, hà nội"
1475,01/2019,1200000,12.0,20.992227,105.820309,Ccmn,2.5,209.75,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Ngõ 1, hẻm 1/62/23 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini, giá 1.2tr, điện, nước máy đầy đủ, ưu tiên ở 1 ngườiđịa chỉ: ngõ 1, hẻm 1/62/23 đường bùi xương trạch, phường khương đình, quận thanh xuân, hà nội"
1487,02/2019,2000000,22.0,20.984185,105.819058,Ccmn,3.0,307.01,Khepkin,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"Số 54 Ngõ 358/25,Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"," có  22m2 ở ngõ 358 bùi xương trạch.  tầng 3 trong căn hộ mini 7 tầng mới xây 2017. đường ngõ rộng 3.5m. gần chợ cầu lủ, thông đường bùi xương trạch và vũ tông phan. mời bạn qua xem .lh : 0984 697 401"
1641,11/2018,1300000,12.0,20.988991,105.819619,Ccmn,2.8,140.8,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mi ni 2 tầng, giá 1.2-1.5tr, điện: 4k/s, nước: 25k/số tại ngõ 1 phố bùi xương trạch"
1633,04/2021,4000000,24.0,21.024536,105.825177,Nhatang,3.4,30.0,Khepkin,10,8,1,0,1,1,0,0,0,1,0,0,0,0,"34 ngõ 127 ngách 38 Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Cho thuê phòng trọ khép kín ở phố Hào Nam (chính chủ), diện tích 24m2 gồm 2 phòng:Phòng 1: 18m2 (ngủ + sinh hoạt chung)Phòng 2: 6m2 (bếp + vệ sinh)Phòng đầy đủ tiện nghi: nóng lạnh, điều hòa, tủ bếp...Ở khu vực trung tâm, yên tĩnh, riêng biệt không chung với chủ nhà, thuận tiện đường đi.Gần chợ, siêu thị, cửa hàng tiện ích, cửa hàng tạp hóa, các trường ĐH Văn hóa, Mỹ Thuật, Nhạc viện, Bệnh viện Hà Thành..Phòng riêng biệt, an ninh tốt.Chủ nhà dễ tính, tâm lý"
1642,11/2018,1300000,12.0,20.988554,105.820058,Ccmn,2.5,182.8,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"32 , ngõ 295 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"," nhà trong chung cư mini 4 tầng, giá 1.2-1.5tr , điện: 4k/số, nước máy: 25k/sốđịa chỉ: đường bùi xương trạch, phường khương đình, quận thanh xuân, hà nội"
2041,09/2017,1400000,12.0,20.9921241,105.8180594,Ccmn,2.5,210.75,Khepkin,1,2,0,0,0,0,0,0,0,0,1,0,0,0,"Ngõ 1, Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini 4 tầng còn 2 , hộ gia đình 17m gác xép 10m giá 1.9tr,  thường 12m có gác xep 5 métgiá 1.4tr"
1730,08/2018,2500000,50.0,20.991323,105.820339,Ccmn,1.8,312.35,Khepkin,2,2,0,0,0,0,0,0,0,1,0,0,0,0,"Ngách 1/62/41 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","nhà có  thuận lợi: gần trường học, an ninh an toàn, hướng đông nam thoáng mát. nhà vừa xây xong chưa về ở.tổng  nhà 50m2, 4 tầng trong đó tầng 1 làm  khách và bếp. tầng 4 phơi phóng giặt giũ. tầng 2,3 mỗi tầng 2  ngủ  17m2/."
2490,06/2016,2500000,25.0,20.98542,105.8197,Ccmn,2.9,40.67,Khepkin,2,3,0,0,0,0,0,0,0,0,0,0,0,0,"29/295 Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","chính chủ phòng trong nhà 5 tầng tại phố bùi xương trạchgiá 2,5 triệu.ở riêng chủ, điện nước theo giá nhà nước. rộng 25m2, sàn gỗ, có cữa sổ thoáng mát.ô tô vào tận nhà.còn  ở tầng 2giá 2,5 triệu/tháng. tầng 4 giá 2,3 triệu/ tháng. mỗi tầng 2  dùng chung 1wc.địa chỉ cụ thể số 29 ngõ 295 phố bùi xương trạch.ai có nhu cầu thuê liên hệ chủ nhà. :đt 0945.931616"
1633,04/2021,3200000,24.0,21.024536,105.825177,Nhatang,1.9,320.0,Khepkin,5,5,1,0,1,1,0,0,0,1,0,0,0,0,"65 ngõ 127 ngách 38 Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","Cho thuê phòng trọ khép kín ở phố Hào Nam (chính chủ), diện tích 24m2 gồm 2 phòng:Phòng 1: 18m2 (ngủ + sinh hoạt chung)Phòng 2: 6m2 (bếp + vệ sinh)Phòng đầy đủ tiện nghi: nóng lạnh, điều hòa, tủ bếp...Ở khu vực trung tâm, yên tĩnh, riêng biệt không chung với chủ nhà, thuận tiện đường đi.Gần chợ, siêu thị, cửa hàng tiện ích, cửa hàng tạp hóa, các trường ĐH Văn hóa, Mỹ Thuật, Nhạc viện, Bệnh viện Hà Thành..Phòng riêng biệt, an ninh tốt.Chủ nhà dễ tính, tâm lý"
1745,10/2018,2000000,16.0,20.99202,105.81964,Ccmn,2.5,270.75,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"NGõ 1, nghách 1/46, hẻm 1/62/23 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư minni 5 tầng, giá từ 1.3tr-2tr, điện : 4k/ số, nước máy: 25k/s. "
2143,11/2017,1200000,11.0,20.992293,105.819538,Ccmn,2.5,260.75,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Ngõ 1 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mini 4 tầng mới xây, điện: 4k/số, nước máy: 20k/số,  giá 1.2tr ưu tiên ở một đc: ngõ 1 đường bùi xương trạch, phường khương đình, quận thanh xuân, hà nội"
2335,05/2017,1400000,13.0,20.991957,105.816777,Ccmn,2.9,48.67,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","chính chủ   trong chung cư mới xây 4 tầng,wc khép kín, mỗi  13 m2 tại ngõ 1 bùi xương trạch, điện: 4.000/số, nước: 18.000/khối"
2010,08/2017,1400000,13.0,20.9899079,105.8172975,Ccmn,2.5,210.75,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"Số nhà 15, ngõ 1, đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","chính chủ   trong chung cư mới xây 4 tầng,wc khép kín, mỗi  13 m2 tại ngõ 1 bùi xương trạch, điện: 4.000/số, nước: 18.000/khối"
2208,06/2017,2000000,20.0,20.99146,105.819279,Ccmn,2.7,188.75,Khepkin,1,2,1,0,0,0,0,0,0,0,0,0,0,0,"số nhà 58 ngõ 1/62/24 Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","nhà còn trống 3  . nhà ở gần ngã tư sở các trường đại học công đoàn, đh thủy lợi, đh bk, đh ktqd, hvnh, đh quốc gia tiện lợi việc di vào tt thành phố, các bến xe phía nam như giáp bát, nước ngầm, có thể bắt xe buýt tuyến 05, 16 đi bến xe mỹ đình. không gian yên tĩnh, an ninh tốt phù hợp cho việc học tập và nghỉ ngơi sau một ngày làm việc. giá cả liên hệ mr hưng 0936108879-10697588881"
1702,11/2018,700000,10.0,20.983528,105.818179,Nhacap,2.4,160.0,KKK,1,2,0,0,0,0,0,0,0,0,0,0,0,1,"Số 9, ngách 358/25 Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  giá rẻ ở số 9, ngách 358/25 bùi xương trạch. khu nhà có  thuận lợi: gần chợ, gần trường học, có chỗ để xe.  dành cho 1 người ở; nhà vệ sinh riêng; tiền nước 1 tháng 80k/ người, tiền điện 4k/số. mọi chi tiết vui lòng liên hệ số đt, thanks !"
1786,07/2018,1400000,13.0,20.990592,105.816782,Ccmn,3.2,63.8,Khepkin,1,2,0,0,0,0,0,0,0,0,0,0,0,0,"số 14 ngõ 312 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mi ni 4 tầng, giá 1.4-1.5 tr/ tháng, điện : 4k, nước máy: 25kđịa chỉ: đường bùi xương trạch, phường khương đình, quận thanh xuân, hà nội"
2205,06/2017,2400000,25.0,20.990762,105.818379,Nhatang,3.5,95.67,KKK,2,4,0,0,1,0,0,0,0,0,0,0,1,1,"Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội"," cần tìm 2 bạn nam ở ghép tại số nhà 44 ngõ 77 bùi xương trạch.hiện  đang ở  trên tầng 3 rộng 25m2 trong nhà 4 tầng rộng rãi và thoáng nên muốn tìm bạn ở cùng để share tiền . tầng 1 để xe và nấu ăn, phơi quần áo tại tầng 4.  có ban công và cửa sổ rất thoáng. có nóng lạnh, cáp nét, điện nước giá nhà dân. nhà gần các trường học, bến xe giáp bát, đặc biệt gần chợ nên rất thuận tiện. ở riêng không chung chủ nhé.  hiện tại chỉ  ở. ai có nhu cầu liên hệ  sđt: 0943125281"
2030,12/2017,1200000,12.0,20.993577,105.820494,Ccmn,2.5,130.75,Khepkin,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"Số 70 Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội","  trong chung cư mi ni 4 tầng, công trình phụ khép kín giá 1.2tr -1.4tr, điện : 4k, nước 20k, : 12m, "
2663,09/2016,520000,20.0,20.989938,105.818307,Nhacap,2.5,20.0,KKK,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"số 7/93, Bùi Xương Trạch, Khương Trung, Hà Nội"," ""gồm một vài dãy nhà nhọ cấp 4. với chi phí sinh hoạt hợp túi tiên đối với các bạn hiện là sinh viên. gần trục đường chính với đầy đủ hàng quán phục vụ cho nhu cầu sinh hoạt. quản lý  thân thiện dễ gần. giá thuê  được chia đều cho 3 người. các dụng cụ phục vụ cho nhu càu sinh hoạt đã có đầy đủ."""
3112,04/2016,1600000,12.0,20.992182,105.818983,Nhatang,2.8,180.75,Khepkin,4,2,1,1,1,0,0,0,0,1,0,0,0,1,"61 Ngõ 1 - Bùi Xương Trạch, Khương Đình, Thanh Xuân, Hà Nội, Vietnam","[  nhà ở ngõ 1 bùi xương trạch ] nhà chị  4 tầng ở bxt đang  3  ngủ ( tầng 3 có 2  , tầng 2 có 1  ) ngăn giữa 2  ngủ mỗi tầng là  vệ sinh . nhà cách ngoại thương và kinh tế quốc dân , luật , học viện hành chính , học viện ngoại giao , xây dựng tầm 4 km , cách trường thuỷ lợi , đại học hà nội , khxh nhân văn , y hà nội hơn 1km .  ngủ rộng 12m2 đủ để kê một giường đôi , tủ quần áo và 1 bàn để máy tính. nói là thuê  nhưng sẽ đc sử dụng từ tầng 1 đến tầng 4 . tầng 1 có  vệ sinh ,  bếp và chỗ để xe riêng biệt , tầng 4 là chỗ phơi q.áo , có rào chắn xung quanh nên rất an toàn , ko lo mất đồ . nhà có wifi , bình nóng lạnh . điện nước đầy đủ theo giá nhà nước .  giá là 1tr6/ 1 người / 1  .  bạn nào có nhu cầu thì ib với  hoặc là gọi theo số 0968514882 hoặc 01636912105 ."
